,Sentence #,Word,Tag
3236,4,scripting,I-VulType
3237,4,(XSS),B-VulTypeAKA
3238,4,vulnerabilities,I-VulType
3239,4,in,O
3240,4,Kailash,B-App
3241,4,Nadh,I-App
3242,4,boastMachine,I-App
3243,4,(formerly bMachine),B-AppAKA
3244,4,3.1,B-AppVer
3245,4,and,I-AppVer 
3246,4,earlier,I-AppVer
3247,4,allow,O
3248,4,remote,B-Attacker
3249,4,attackers,I-Attacker
3250,4,to,O
3251,4,inject,B-Impact
3252,4,arbitrary,I-Impact
3253,4,web,I-Impact
3254,4,script,I-Impact
3255,4,or,I-Impact
3256,4,HTML,I-Impact
3257,4,via,O
3258,4,the,O
3259,4,(1),O
3260,4,(2),O
3261,4,and,O
3262,4,(3),O
3263,4,URL,B-Vector
3264,4,parameters,I-Vector 
3265,4,in,O
3266,4,register.php,B-Victim
3267,4,;,O
3268,4,and,O
3269,4,allow,O
3270,4,remote,B-Attacker
3271,4,authenticated,I-Attacker
3272,4,administrators,I-Attacker
3273,4,to,O
3274,4,inject,B-Impact
3275,4,arbitrary,I-Impact
3276,4,web,I-Impact
3277,4,script,I-Impact
3278,4,or,I-Impact
3279,4,HTML,I-Impact
3280,4,via,O
3281,4,the,O
3282,4,(4),O
3283,4,cat_list,B-Vector
3284,4,and,O
3285,4,(5),O
3286,4,key,B-Vector
3287,4,parameters,I-Vector
3288,4,in,I-Vector
3289,4,a,I-Vector
3290,4,certain,I-Vector
3291,4,portion,I-Vector
3292,4,of,I-Vector
3293,4,the,I-Vector
3294,4,admin,I-Vector
3295,4,interface,I-Vector
3296,4,.,O
3297,5,PHP,B-VulType
3298,5,remote,I-VulType
3299,5,file,I-VulType
3300,5,inclusion,I-VulType
3301,5,vulnerability,I-VulType
3302,5,in,O
3303,5,administrator/components/com_colophon/admin.colophon.php,B-Component
3304,5,in,O
3305,5,Colophon,B-App
3306,5,1.2,B-AppVer
3307,5,and,I-AppVer
3308,5,earlier,I-AppVer
3309,5,for,O
3310,5,Joomla!,B-Platform
3311,5,allows,O
3312,5,remote,B-Attacker
3313,5,attackers,I-Attacker
3314,5,to,O
3315,5,execute,B-Impact
3316,5,arbitrary,I-Impact
3317,5,PHP,I-Impact
3318,5,code,I-Impact
3319,5,via,O
3320,5,a,B-Vector
3321,5,URL,I-Vector
3322,5,in,I-Vector
3323,5,the,I-Vector
3324,5,mosConfig_absolute_path,I-Vector
3325,5,parameter,I-Vector
3326,5,.,O
3327,6,Stack-based,B-VulType
3328,6,buffer,I-VulType
3329,6,overflow,I-VulType
3330,6,in,O
3331,6,Justsystem,B-App
3332,6,Ichitaro,I-App
3333,6,9.x,B-AppVer
3334,6,through,I-AppVer 
3335,6,13.x,I-AppVer
3336,6,1,O
3337,6,Ichitaro,B-App
3338,6,2004,B-AppVer
3339,6,1,O
3340,6,2005,B-AppVer
3341,6,1,O
3342,6,2006,B-AppVer
3343,6,1,O
3344,6,and,O
3345,6,Government,B-App
3346,6,2006,B-AppVer
3347,6,;,O
3348,6,Ichitaro,B-App
3349,6,for,O
3350,6,Linux,B-Platform
3351,6,;,O
3352,6,and,O
3353,6,FormLiner,B-App
3354,6,before,B-AppVer
3355,6,20060818,I-Platform
3356,6,allows,O
3357,6,remote,B-Attacker 
3358,6,attackers,I-Attacker
3359,6,to,O
3360,6,execute,B-Impact
3361,6,arbitrary,I-Impact
3362,6,code,I-Impact
3363,6,via,O
3364,6,long,B-Vector
3365,6,Unicode,I-Vector
3366,6,strings,I-Vector
3367,6,in,I-Vector
3368,6,a,I-Vector
3369,6,crafted,I-Vector
3370,6,document,I-Vector
3371,6,1,O
3372,6,as,O
3373,6,being,B-Impact
3374,6,actively,I-Impact
3375,6,exploited,I-Impact
3376,6,by,I-Impact
3377,6,malware,I-Impact
3378,6,such,I-Impact
3379,6,as,I-Impact
3380,6,Trojan.Tarodrop,I-Impact
3381,6,.,O
3382,6,NOTE:,O
3383,6,some,O
3384,6,details,O
3385,6,are,O
3386,6,obtained,O
3387,6,from,O
3388,6,third,O
3389,6,party,O
3390,6,information,O
3391,6,.,O
3392,7,Multiple,B-VulType
3393,7,cross-site,I-VulType
3394,7,scripting,I-VulType
3395,7,(XSS),B-VulTypeAKA
3396,7,vulnerabilities,I-VulType
3397,7,in,O
3398,7,add_url.php,B-Component
3399,7,in,O
3400,7,CloudNine,B-App
3401,7,Interactive,I-App
3402,7,Links,I-App
3403,7,Manager,I-App
3404,7,2006-06-12,B-AppVer
3405,7,allow,O
3406,7,remote,B-Attacker
3407,7,attackers,I-Attacker
3408,7,to,O
3409,7,inject,B-Impact
3410,7,arbitrary,I-Impact
3411,7,web,I-Impact
3412,7,script,I-Impact
3413,7,or,I-Impact
3414,7,HTML,I-Impact
3415,7,via,O
3416,7,the,O
3417,7,(1),O
3418,7,title,B-Vector
3419,7,1,O
3420,7,(2),O
3421,7,description,B-Vector
3422,7,1,O
3423,7,or,O
3424,7,(3),O
3425,7,keywords,B-Vector
3426,7,parameters,I-Vector
3427,7,.,O
3428,8,The,O
3429,8,Security,B-Component
3430,8,Framework,I-Component
3431,8,in,O
3432,8,Apple,B-Platform
3433,8,Mac,I-Platform
3434,8,OS,I-Platform
3435,8,X,I-Platform
3436,8,10.3.9,B-PlatformVer
3437,8,1,O
3438,8,and,O
3439,8,10.4.x,B-PlatformVer
3440,8,before,I-PlatformVer
3441,8,10.4.7,I-PlatformVer
3442,8,1,O
3443,8,does,B-Vul
3444,8,not,I-Vul
3445,8,properly,I-Vul
3446,8,search,I-Vul
3447,8,certificate,I-Vul
3448,8,revocation,I-Vul
3449,8,lists,I-Vul
3450,8,(CRL),B-ComponentAKA
3451,8,1,O
3452,8,which,O
3453,8,allows,O
3454,8,remote,B-Attacker
3455,8,attackers,I-Attacker
3456,8,to,O 
3457,8,access,B-Impact
3458,8,systems,I-Impact
3459,8,by,O
3460,8,using,B-Vector
3461,8,revoked,I-Vector 
3462,8,certificates,I-Vector
3463,8,.,O
3464,9,Microsoft,B-App
3465,9,Internet,I-App
3466,9,Explorer,I-App
3467,9,allows,O
3468,9,remote,B-Attacker
3469,9,attackers,I-Attacker
3470,9,to,O
3471,9,cause,O
3472,9,a,O
3473,9,denial,B-VulType
3474,9,of,I-VulType
3475,9,service,I-VulType
3476,9,(memory corruption),B-VulTypeAKA
3477,9,and,O
3478,9,possibly,O
3479,9,execute,B-Impact
3480,9,arbitrary,I-Impact
3481,9,code,I-Impact
3482,9,by,O
3483,9,instantiating,B-Vector
3484,9,certain,I-Vector
3485,9,Windows,B-Platform
3486,9,2000,I-Platform
3487,9,ActiveX,I-Vector
3488,9,COM,I-Vector
3489,9,Objects,I-Vector
3490,9,including,I-Vector
3491,9,(1),O
3492,9,(2),O
3493,9,(3),O
3494,9,and ,O
3495,9,(4),O
3496,9,creator.dll,I-Vector
3497,9,.,O
3498,10,SQL,B-VulType
3499,10,injection,I-VulType
3500,10,vulnerability,I-VulType
3501,10,in,O
3502,10,aut_verifica.inc.php,B-Component
3503,10,in,O
3504,10,Autentificator,B-App
3505,10,2.01,B-AppVer
3506,10,allows,O
3507,10,remote,B-Attacker
3508,10,attackers,I-Attacker
3509,10,to,O
3510,10,execute,B-Impact
3511,10,arbitrary,I-Impact
3512,10,SQL,I-Impact
3513,10,commands,I-Impact
3514,10,via,O
3515,10,the,O
3516,10,user,B-Vector
3517,10,parameter,I-Vector
3518,10,.,O
3519,11,Dynamic,B-VulType
3520,11,variable,I-VulType
3521,11,evaluation,I-VulType
3522,11,vulnerability,I-VulType
3523,11,in,O
3524,11,cmpi.php,B-Component
3525,11,in,O
3526,11,Qualiteam,B-App
3527,11,X-Cart,I-App
3528,11,4.1.3,B-AppVer
3529,11,and,I-AppVer
3530,11,earlier,I-AppVer
3531,11,allows,O
3532,11,remote,B-Attacker
3533,11,attackers,I-Attacker
3534,11,to,O
3535,11,overwrite,B-Impact
3536,11,arbitrary,I-Impact
3537,11,program,I-Impact
3538,11,variables,I-Impact
3539,11,and,O
3540,11,execute,B-Impact
3541,11,arbitrary,I-Impact
3542,11,PHP,I-Impact
3543,11,code,I-Impact
3544,11,1,O
3545,11,as,I-Impact
3546,11,demonstrated,I-Impact 
3547,11,by,I-Impact
3548,11,PHP,I-Impact
3549,11,remote,I-Impact
3550,11,file,I-Impact
3551,11,inclusion,I-Impact
3552,11,via,O
3553,11,the,O
3554,11,xcart_dir,B-Vector
3555,11,parameter,I-Vector
3556,11,.,O
3557,13,Cross-site,B-VulType
3558,13,scripting,I-VulType
3559,13,(XSS),B-VulTypeAKA
3560,13,vulnerability,I-VulType
3561,13,in,O
3562,13,search.php,B-Component
3563,13,in,O
3564,13,eSyndiCat,B-App
3565,13,Portal,I-App 
3566,13,System,I-App
3567,13,allows,O
3568,13,remote,B-Attacker
3569,13,attackers,I-Attacker
3570,13,to,O
3571,13,inject,B-Impact
3572,13,arbitrary,I-Impact
3573,13,web,I-Impact
3574,13,script,I-Impact
3575,13,or,I-Impact
3576,13,HTML,I-Impact
3577,13,via,O
3578,13,the,O
3579,13,what,B-Vector
3580,13,parameter,I-Vector
3581,13,.,O
3582,14,Heap-based,B-VulType
3583,14,buffer,I-VulType
3584,14,overflow,I-VulType
3585,14,in,O
3586,14,an,O
3587,14,unspecified,B-Component
3588,14,procedure,I-Component
3589,14,in,O
3590,14,Trend,B-App
3591,14,Micro,I-App
3592,14,ServerProtect,I-App
3593,14,5.7,B-AppVer 
3594,14,and,O
3595,14,5.58,B-AppVer
3596,14,allows,O
3597,14,remote,B-Attacker
3598,14,attackers,I-Attacker
3599,14,to,O
3600,14,execute,B-Impact
3601,14,arbitrary,I-Impact
3602,14,code,I-Impact
3603,14,via,O
3604,14,unknown,B-Vector
3605,14,vectors,I-Vector
3606,14,1,O
3607,14,probably,I-Vector
3608,14,related,I-Vector
3609,14,to,I-Vector
3610,14,an,I-Vector
3611,14,RPC,I-Vector
3612,14,interface,I-Vector
3613,14,.,O
3614,15,Research,B-Component
3615,15,in,O
3616,15,Motion,B-App
3617,15,(RIM),B-AppAKA
3618,15,BlackBerry,I-App
3619,15,Enterprise,I-App
3620,15,Server,I-App
3621,15,4.1,B-AppVer
3622,15,SP2,I-AppVer
3623,15,before,I-AppVer
3624,15,Hotfix,I-AppVer
3625,15,1,I-AppVer
3626,15,for,O
3627,15,IBM,B-Platform
3628,15,Lotus,I-Platform
3629,15,Domino,I-Platform
3630,15,might,O
3631,15,allow,O
3632,15,attackers,B-Attacker
3633,15,with,I-Attacker
3634,15,meeting,I-Attacker
3635,15,organizer,I-Attacker
3636,15,privileges,I-Attacker
3637,15,to,O
3638,15,cause,O
3639,15,a,O
3640,15,denial,B-VulType
3641,15,of,I-VulType
3642,15,service,I-VulType
3643,15,(application hang),B-VulTypeAKA
3644,15,via,O
3645,15,a,O
3646,15,deleted,B-Vector
3647,15,recurrent,I-Vector
3648,15,meeting,I-Vector
3649,15,instance,I-Vector
3650,15,when,I-Vector
3651,15,changing,I-Vector
3652,15,the,I-Vector
3653,15,attendee's,I-Vector
3654,15,calendar,I-Vector
3655,15,meeting,I-Vector
3656,15,time,I-Vector
3657,15,.,O
3658,16,Adobe,B-App
3659,16,Reader,I-App
3660,16,and,O
3661,16,Acrobat,I-App
3662,16,7.0.8,B-AppVer
3663,16,and,I-AppVer
3664,16,earlier,I-AppVer
3665,16,allows,O
3666,16,user-assisted,B-Attacker
3667,16,remote,I-Attacker
3668,16,attackers,I-Attacker
3669,16,to,O
3670,16,execute,B-Impact
3671,16,code,I-Impact
3672,16,via,O
3673,16,a,O
3674,16,crafted,B-Vector
3675,16,PDF,I-Vector
3676,16,file,I-Vector 
3677,16,that,I-Vector
3678,16,triggers,I-Vector 
3679,16,memory,I-Vector
3680,16,corruption,I-Vector
3681,16,and,I-Vector
3682,16,overwrites,I-Vector
3683,16,a,I-Vector
3684,16,subroutine,I-Vector
3685,16,pointer,I-Vector
3686,16,during,I-Vector
3687,16,rendering,I-Vector
3688,16,.,O
3689,17,SQL,B-VulType
3690,17,injection,I-VulType
3691,17,vulnerability,I-VulType
3692,17,in,O
3693,17,MoreInfo.asp,B-Component
3694,17,in,O
3695,17,The,O
3696,17,Net,B-App
3697,17,Guys,I-App
3698,17,ASPired2Poll,I-App
3699,17,1.0,B-AppVer
3700,17,and,I-AppVer
3701,17,earlier,I-AppVer
3702,17,allows,O
3703,17,remote,B-Attacker
3704,17,attackers,I-Attacker
3705,17,to,O
3706,17,execute,B-Impact
3707,17,arbitrary,I-Impact
3708,17,SQL,I-Impact
3709,17,commands,I-Impact
3710,17,via,O
3711,17,the,O
3712,17,id,B-Vector
3713,17,parameter,I-Vector
3714,17,.,O
3715,18,VMWare,B-App
3716,18,VirtualCenter,I-App
3717,18,client,I-App
3718,18,2.x,B-AppVer
3719,18,before,I-AppVer
3720,18,2.0.1,I-AppVer
3721,18,Patch,I-AppVer
3722,18,1,I-AppVer
3723,18,(Build 33643),B-AppVerAKA
3724,18,and,O
3725,18,1.4.x,B-AppVer
3726,18,before,I-AppVer
3727,18,1.4.1,I-AppVer
3728,18,Patch,I-AppVer
3729,18,1,I-AppVer
3730,18,(Build 33425),B-AppVerAKA
3731,18,1,O
3732,18,when,B-Setting
3733,18,server,I-Setting
3734,18,certificate,I-Setting
3735,18,verification,I-Setting
3736,18,is,I-Setting 
3737,18,enabled,I-Setting
3738,18,1,O 
3739,18,does,B-Vul
3740,18,not,I-Vul
3741,18,verify,I-Vul
3742,18,the,I-Vul
3743,18,server's,I-Vul
3744,18,X.509,I-Vul
3745,18,certificate,I-Vul
3746,18,when,I-Vul
3747,18,creating,I-Vul
3748,18,an,I-Vul
3749,18,SSL,I-Vul
3750,18,session,I-Vul
3751,18,1,O
3752,18,which,O
3753,18,allows,O
3754,18,remote,B-Attacker
3755,18,malicious,I-Attacker
3756,18,servers,I-Attacker
3757,18,to,O
3758,18,spoof,B-Impact
3759,18,valid,I-Impact
3760,18,servers,I-Impact
3761,18,via,O
3762,18,a,O
3763,18,man-in-the-middle,B-Vector
3764,18,attack,I-Vector
3765,18,.,O
3766,19,PHP,B-VulType
3767,19,remote,I-VulType
3768,19,file,I-VulType
3769,19,inclusion,I-VulType
3770,19,vulnerability,I-VulType
3771,19,in,O
3772,19,shambo2.php,B-Component
3773,19,in,O
3774,19,the,O
3775,19,Shambo2,B-Component
3776,19,(com_shambo2),B-ComponentAKA
3777,19,component,I-Component
3778,19,for,O
3779,19,Mambo,B-App
3780,19,4.5,B-AppVer
3781,19,allows,O
3782,19,remote,B-Attacker
3783,19,attackers,I-Attacker
3784,19,to,O
3785,19,execute,B-Impact
3786,19,arbitrary,I-Impact
3787,19,PHP,I-Impact
3788,19,code,I-Impact
3789,19,via,O
3790,19,a,O
3791,19,URL,B-Vector
3792,19,in,I-Vector
3793,19,the,I-Vector
3794,19,mosConfig_absolute_path,I-Vector
3795,19,parameter,I-Vector
3796,19,.,O
3797,20,PHP,B-VulType
3798,20,remote,I-VulType
3799,20,file,I-VulType
3800,20,inclusion,I-VulType
3801,20,vulnerability,I-VulType
3802,20,in,O
3803,20,Smarty_Compiler.class.php,B-Component
3804,20,in,O
3805,20,Telaen,B-App
3806,20,1.1.0,B-AppVer
3807,20,and,I-AppVer
3808,20,earlier,I-AppVer 
3809,20,allows,O
3810,20,remote,B-Attacker
3811,20,attackers,I-Attacker
3812,20,to,O
3813,20,execute,B-Impact
3814,20,arbitrary,I-Impact
3815,20,PHP,I-Impact 
3816,20,code,I-Impact
3817,20,via,O
3818,20,a,O
3819,20,URL,B-Vector
3820,20,in,I-Vector
3821,20,the,I-Vector
3822,20,plugin_file,I-Vector
3823,20,parameter,I-Vector
3824,20,.,O
3825,21,Multiple,B-VulType
3826,21,cross-site,I-VulType
3827,21,scripting,I-VulType
3828,21,(XSS),B-VulTypeAKA
3829,21,vulnerabilities,I-VulType
3830,21,in,O
3831,21,submitlink.asp,B-Component 
3832,21,in,O
3833,21,JiRos,B-App
3834,21,Links,I-App
3835,21,Manager,I-App
3836,21,allow,O
3837,21,remote,B-Attacker
3838,21,attackers,I-Attacker
3839,21,to,O
3840,21,inject,B-Impact
3841,21,arbitrary,I-Impact
3842,21,web,I-Impact
3843,21,script,I-Impact
3844,21,or,I-Impact
3845,21,HTML,I-Impact
3846,21,via,O
3847,21,the,O
3848,21,(1),O 
3849,21,lName,B-Vector
3850,21,1,O
3851,21,(2),O
3852,21,lURL,B-Vector
3853,21,1,O
3854,21,(3),O
3855,21,lImage,B-Vector
3856,21,1,O
3857,21,and,O
3858,21,(4),O
3859,21,lDescription,B-Vector
3860,21,parameters,I-Vector
3861,21,.,O
3862,21,NOTE:,O
3863,21,some,O
3864,21,of,O
3865,21,these,O
3866,21,details,O
3867,21,are,O
3868,21,obtained,O
3869,21,from,O
3870,21,third,O
3871,21,party,O
3872,21,information,O
3873,21,.,O
3874,22,Multiple,B-VulType
3875,22,SQL,I-VulType
3876,22,injection,I-VulType
3877,22,vulnerabilities,I-VulType
3878,22,in,O
3879,22,index.php,B-Component
3880,22,in,O
3881,22,dev4u,B-App
3882,22,CMS,I-App
3883,22,allow,O
3884,22,remote,B-Attacker
3885,22,attackers,I-Attacker
3886,22,to,O
3887,22,execute,B-Impact
3888,22,arbitrary,I-Impact
3889,22,SQL,I-Impact
3890,22,commands,I-Impact
3891,22,via,O
3892,22,the,O
3893,22,(1),O
3894,22,seite_id,B-Vector
3895,22,1,O
3896,22,(2),O
3897,22,gruppe_id.php,B-Vector
3898,22,1,O
3899,22,and,O
3900,22,(3),O
3901,22,go_target,B-Vector
3902,22,parameters,I-Vector
3903,22,.,O
3904,24,Buffer,B-VulType
3905,24,overflow,I-VulType
3906,24,in,O
3907,24,JustSystems,B-Platform 
3908,24,Hanako,B-App
3909,24,2004,B-AppVer
3910,24,through,I-AppVer
3911,24,2006,I-AppVer
3912,24,1,O
3913,24,Hanako,B-App
3914,24,viewer,I-App
3915,24,1.x,B-AppVer
3916,24,1,O
3917,24,Ichitaro,B-App
3918,24,2004,B-AppVer
3919,24,1,O
3920,24,Ichitaro,B-App
3921,24,2005,B-AppVer
3922,24,1,O
3923,24,Ichitaro,B-App
3924,24,Lite2,B-App
3925,24,1,O
3926,24,Ichitaro,B-App
3927,24,viewer,I-App
3928,24,4.x,B-AppVer
3929,24,1,O
3930,24,and,O
3931,24,Sanshiro,B-App
3932,24,2005,B-AppVer
3933,24,allows,O
3934,24,remote,B-Attacker
3935,24,attackers,I-Attacker
3936,24,to,O
3937,24,execute,B-Impact
3938,24,arbitrary,I-Impact
3939,24,code,I-Impact
3940,24,via,O
3941,24,the,O
3942,24,(1),O
3943,24,Keyword,B-Vector
3944,24,and,O
3945,24,(2),O
3946,24,Title,B-Vector
3947,24,fields,I-Vector
3948,24,1,O
3949,24,related,I-Vector 
3950,24,to,I-Vector
3951,24,string,I-Vector
3952,24,length,I-Vector
3953,24,fields,I-Vector
3954,24,.,O
3955,25,HyperAccess,B-App
3956,25,8.4,B-AppVer
3957,25,allows,O
3958,25,user-assisted,B-Attacker
3959,25,remote,I-Attacker
3960,25,attackers,I-Attacker
3961,25,to,O
3962,25,execute,B-Impact
3963,25,arbitrary,I-Impact
3964,25,vbscript,I-Impact
3965,25,and,I-Impact
3966,25,commands,I-Impact
3967,25,via,O
3968,25,a,O
3969,25,session,B-Vector
3970,25,(HAW),I-Vector 
3971,25,file,I-Vector
3972,25,1,O
3973,25,which,I-Vector
3974,25,can,I-Vector 
3975,25,be,I-Vector
3976,25,automatically,I-Vector
3977,25,opened,I-Vector
3978,25,using,I-Vector
3979,25,Internet,I-Vector
3980,25,Explorer,I-Vector
3981,25,.,O
3982,26,Integer,B-VulType
3983,26,overflow,I-VulType
3984,26,in,O
3985,26,the,O
3986,26,(a),O
3987,26,OLE2,B-App
3988,26,and,O
3989,26,(b),O
3990,26,CHM,B-App
3991,26,parsers,I-App
3992,26,for,I-App
3993,26,ESET,I-App
3994,26,NOD32,I-App
3995,26,Antivirus,I-App
3996,26,before,B-AppVer
3997,26,1.1743,I-AppVer
3998,26,allows,O
3999,26,remote,B-Attacker
4000,26,attackers,I-Attacker
4001,26,to,O
4002,26,execute,B-Impact
4003,26,arbitrary,I-Impact
4004,26,code,I-Impact
4005,26,via,O
4006,26,a,O
4007,26,crafted,B-Vector
4008,26,(1),O
4009,26,.DOC,I-Vector
4010,26,or,O
4011,26,(2),O
4012,26,.CAB,I-Vector
4013,26,file,I-Vector
4014,26,that,I-Vector
4015,26,triggers,I-Vector
4016,26,a,I-Vector
4017,26,heap-based,I-Vector
4018,26,buffer,I-Vector
4019,26,overflow,I-Vector
4020,26,.,O
4021,27,Voodoo,B-App
4022,27,chat,I-App
4023,27,1.0RC1b,B-AppVer
4024,27,stores,B-Vul
4025,27,sensitive,I-Vul
4026,27,information,I-Vul
4027,27,under,I-Vul
4028,27,the,I-Vul
4029,27,web,I-Vul
4030,27,root,I-Vul
4031,27,with,I-Vul
4032,27,insufficient,I-Vul
4033,27,access,I-Vul
4034,27,control,I-Vul
4035,27,1,O
4036,27,which,O
4037,27,allows,O
4038,27,remote,B-Attacker
4039,27,attackers,I-Attacker
4040,27,to,O
4041,27,download,B-Impact 
4042,27,passwords,I-Impact
4043,27,via,O
4044,27,a,O
4045,27,direct,B-Vector
4046,27,request,I-Vector
4047,27,for,I-Vector
4048,27,data/users.dat,I-Vector
4049,27,.,O
4050,28,Single,B-Platform
4051,28,CPU,I-Platform
4052,28,Sun,I-Platform
4053,28,systems,I-Platform
4054,28,running,O
4055,28,Solaris,B-App
4056,28,7,B-AppVer
4057,28,1,O
4058,28,8,B-AppVer
4059,28,1,O
4060,28,or,O
4061,28,9,B-AppVer
4062,28,1,O
4063,28,such,O
4064,28,as,O
4065,28,Netra,B-Platform
4066,28,1,O
4067,28,allows,O
4068,28,remote,B-Attacker
4069,28,attackers,I-Attacker
4070,28,to,O
4071,28,cause,O
4072,28,a,O
4073,28,denial,B-VulType
4074,28,of,I-VulType
4075,28,service,I-VulType
4076,28,(console hang),B-VulTypeAKA
4077,28,via,O
4078,28,a,O
4079,28,flood,B-Vector
4080,28,of,I-Vector
4081,28,small,I-Vector
4082,28,TCP/IP,I-Vector
4083,28,packets,I-Vector
4084,28,.,O
4085,28,NOTE:,O
4086,28,this,O
4087,28,issue,O
4088,28,has,O
4089,28,not,O
4090,28,been,O
4091,28,replicated,O
4092,28,by,O
4093,28,third,O
4094,28,parties,O
4095,28,.,O
4096,28,In,O
4097,28,addition,O
4098,28,1,O
4099,28,the,O
4100,28,cause,O
4101,28,is,O
4102,28,unknown,O
4103,28,1,O
4104,28,although,O
4105,28,it,O
4106,28,might,O
4107,28,be,O
4108,28,related,O
4109,28,to,O
4110,28,jabber,O
4111,28,and,O
4112,28,generation,O
4113,28,of,O
4114,28,a,O
4115,28,large,O
4116,28,amount,O
4117,28,of,O
4118,28,interrupts,O
4119,28,within,O
4120,28,the,O
4121,28,console,O
4122,28,1,O
4123,28,or,O
4124,28,a,O
4125,28,hardware,O
4126,28,error,O
4127,28,.,O
4128,29,Multiple,B-VulType
4129,29,PHP,I-VulType
4130,29,file,I-VulType
4131,29,inclusion,I-VulType
4132,29,vulnerabilities,I-VulType
4133,29,in,O
4134,29,WGS-PPC,B-App
4135,29,(aka PPC Search Engine),B-AppAKA
4136,29,1,O
4137,29,as,O
4138,29,distributed,B-Setting
4139,29,with,I-Setting
4140,29,other,I-Setting
4141,29,aliases,I-Setting
4142,29,1,O
4143,29,allow,O
4144,29,remote,B-Attacker
4145,29,attackers,I-Attacker
4146,29,to,O
4147,29,execute,B-Impact
4148,29,arbitrary,I-Impact
4149,29,PHP,I-Impact
4150,29,code,I-Impact
4151,29,via,O
4152,29,a,O
4153,29,URL,B-Vector
4154,29,in,I-Vector
4155,29,the,I-Vector
4156,29,INC,I-Vector 
4157,29,parameter,I-Vector
4158,29,in,O
4159,29,(1),O
4160,29,config_admin.php,B-Victim
4161,29,1,O
4162,29,(2),O
4163,29,config_main.php,B-Victim
4164,29,1,O
4165,29,(3),O
4166,29,config_member.php,B-Victim
4167,29,1,O
4168,29,and,O
4169,29,(4),O
4170,29,mysql_config.php,B-Victim
4171,29,in,I-Victim
4172,29,config/,I-Victim
4173,29,;,O
4174,29,(5),O
4175,29,admin.php,B-Victim
4176,29,and,O
4177,29,(6),O
4178,29,index.php,B-Victim
4179,29,in,I-Victim
4180,29,admini/,I-Victim
4181,29,;,O
4182,29,(7),O
4183,29,paypalipn/ipnprocess.php,B-Victim
4184,29,;,O
4185,29,(8),O
4186,29,index.php,B-Victim
4187,29,and,O
4188,29,(9),O
4189,29,registration.php,B-Victim
4190,29,in,I-Victim
4191,29,members/,I-Victim
4192,29,;,O
4193,29,and,O
4194,29,(10),O
4195,29,ppcbannerclick.php,B-Victim
4196,29,and,O
4197,29,(11),O
4198,29,ppcclick.php,B-Victim
4199,29,in,I-Victim
4200,29,main/,I-Victim
4201,29,.,O
4202,30,The,O
4203,30,extract_files,B-Component
4204,30,function,I-Component
4205,30,in,I-Component
4206,30,installer.rb,I-Component
4207,30,in,O
4208,30,RubyGems,B-App
4209,30,before,I-App
4210,30,0.9.1,B-AppVer
4211,30,does,B-Vul
4212,30,not,I-Vul
4213,30,check,I-Vul
4214,30,whether,I-Vul
4215,30,files,I-Vul
4216,30,exist,I-Vul
4217,30,before,I-Vul
4218,30,overwriting,I-Vul
4219,30,them,I-Vul
4220,30,1,O
4221,30,which,O
4222,30,allows,O
4223,30,user-assisted,B-Attacker
4224,30,remote,I-Attacker
4225,30,attackers,I-Attacker
4226,30,to,O
4227,30,overwrite,B-Impact
4228,30,arbitrary,I-Impact
4229,30,files,I-Impact
4230,30,1,O  
4231,30,cause,O
4232,30,a,O
4233,30,denial,B-VulType
4234,30,of,I-VulType
4235,30,service,I-VulType
4236,30,1,O
4237,30,or,O
4238,30,execute,B-Impact
4239,30,arbitrary,I-Impact
4240,30,code,I-Impact
4241,30,via,O
4242,30,crafted,B-Vector
4243,30,GEM,I-Vector
4244,30,packages,I-Vector
4245,30,.,O
4246,31,Unspecified,B-VulType
4247,31,vulnerability,I-VulType
4248,31,in,O
4249,31,ImageIO,B-App
4250,31,in,O
4251,31,Apple,B-Platform
4252,31,Mac,I-Platform
4253,31,OS,I-Platform
4254,31,X,I-Platform
4255,31,10.3.9,B-PlatformVer
4256,31,and,O
4257,31,10.4,B-PlatformVer
4258,31,through,I-PlatformVer
4259,31,10.4.8,I-PlatformVer
4260,31,allows,O
4261,31,remote,B-Attacker
4262,31,user-assisted,I-Attacker
4263,31,attackers,I-Attacker
4264,31,to,O
4265,31,cause,O
4266,31,a,O
4267,31,denial,B-VulType
4268,31,of,I-VulType
4269,31,service,I-VulType
4270,31,(application crash),B-VulTypeAKA
4271,31,and,O
4272,31,possibly,O
4273,31,execute,B-Impact
4274,31,arbitrary,I-Impact
4275,31,code,I-Impact
4276,31,via,O
4277,31,a,O
4278,31,crafted,B-Vector
4279,31,RAW,I-Vector
4280,31,image,I-Vector
4281,31,that,I-Vector
4282,31,triggers,I-Vector
4283,31,memory,I-Vector
4284,31,corruption,I-Vector
4285,31,.,O
4286,32,GUI,B-VulType
4287,32,overlay,I-VulType
4288,32,vulnerability,I-VulType
4289,32,in,O
4290,32,Mozilla,B-App
4291,32,Firefox,B-App 
4292,32,1.5.x,B-AppVer
4293,32,before,I-AppVer
4294,32,1.5.0.10,I-AppVer
4295,32,and ,I-AppVer
4296,32,2.x,B-AppVer
4297,32,before,I-AppVer
4298,32,2.0.0.2,I-AppVer
4299,32,1,O
4300,32,and,O
4301,32,SeaMonkey,B-App
4302,32,before,B-AppVer 
4303,32,1.0.8,I-AppVer
4304,32,allows,O
4305,32,remote,B-Attacker
4306,32,attackers,I-Attacker
